sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
62,conti542/joint_radars/detections,radar,3623,3161664512,3172315028,-10.650516,328.02841733450487,755,288,97,45,31,0
62,aeva/joint_lidars/points,lidar,429929,3200299776,3172315028,27.984748,369.03877797616497,46119,6313,2227,489,245,0
62,ouster/forward_center/points,lidar,43132,3175283712,3172315028,2.968684,186.75403445929206,166,6,0,0,0,0
62,ouster/sideward_left/points,lidar,46995,3170885888,3172315028,-1.42914,186.00117057790675,12,2,0,0,0,0
62,ouster/sideward_right/points,lidar,49291,3169800704,3172315028,-2.514324,186.77797866651787,16,1,0,0,0,0
72,conti542/joint_radars/detections,radar,3514,3662029824,3672287453,-10.257629,327.9662157105074,781,275,81,43,33,0
72,aeva/joint_lidars/points,lidar,412056,3700308480,3672287453,28.021027,355.50587858262924,46703,5410,1094,400,238,0
72,ouster/forward_center/points,lidar,42968,3675362816,3672287453,3.075363,232.90773607677642,314,6,1,0,0,0
72,ouster/sideward_left/points,lidar,46730,3670955520,3672287453,-1.331933,173.65522272968533,10,3,0,0,0,0
72,ouster/sideward_right/points,lidar,49642,3669798656,3672287453,-2.488797,177.19383415864647,9,3,0,0,0,0
82,conti542/joint_radars/detections,radar,3271,4161630208,4172437353,-10.807145,327.9668593327857,713,245,71,38,23,0
82,aeva/joint_lidars/points,lidar,415569,4200313856,4172437353,27.876503,357.8421531391491,47071,3928,868,454,239,0
82,ouster/forward_center/points,lidar,43459,4175260928,4172437353,2.823575,175.2265221028905,447,6,0,0,0,0
82,ouster/sideward_left/points,lidar,45930,4170943232,4172437353,-1.494121,174.9482832204607,10,8,0,0,0,0
82,ouster/sideward_right/points,lidar,50277,4169787392,4172437353,-2.649961,145.93590063766553,9,0,0,0,0,0
92,conti542/joint_radars/detections,radar,3162,4661704704,4672409828,-10.705124,327.8882097243902,585,203,55,26,16,0
92,aeva/joint_lidars/points,lidar,416427,4700313344,4672409828,27.903516,368.4415268844682,28602,4966,1011,389,197,0
92,ouster/forward_center/points,lidar,44126,4675163392,4672409828,2.753564,226.21436290730497,151,3,2,0,0,0
