sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
72,conti542/joint_radars/detections,radar,3514,3662029824,3672287453,-10.257629,327.6673079657906,783,273,81,43,33,0
72,aeva/joint_lidars/points,lidar,412056,3700308480,3672287453,28.021027,356.3270455574197,47654,5435,1121,404,238,0
72,ouster/forward_center/points,lidar,42968,3675362816,3672287453,3.075363,232.99709187731875,314,6,1,0,0,0
72,ouster/sideward_left/points,lidar,46730,3670955520,3672287453,-1.331933,173.62258487320523,10,3,0,0,0,0
72,ouster/sideward_right/points,lidar,49642,3669798656,3672287453,-2.488797,177.14577932443876,9,3,0,0,0,0
82,conti542/joint_radars/detections,radar,3271,4161630208,4172437353,-10.807145,327.6514874205865,710,246,71,38,23,0
82,aeva/joint_lidars/points,lidar,415569,4200313856,4172437353,27.876503,358.66360701561723,46794,3974,881,463,239,0
82,ouster/forward_center/points,lidar,43459,4175260928,4172437353,2.823575,175.3097348517394,448,6,0,0,0,0
82,ouster/sideward_left/points,lidar,45930,4170943232,4172437353,-1.494121,174.99131585410626,10,8,0,0,0,0
82,ouster/sideward_right/points,lidar,50277,4169787392,4172437353,-2.649961,145.86419612437314,9,0,0,0,0,0
92,conti542/joint_radars/detections,radar,3162,4661704704,4672409828,-10.705124,327.572450039164,585,203,56,26,16,0
92,aeva/joint_lidars/points,lidar,416427,4700313344,4672409828,27.903516,369.2668772984582,30126,4915,1017,395,197,0
92,ouster/forward_center/points,lidar,44126,4675163392,4672409828,2.753564,226.29229303023186,151,3,2,0,0,0
92,ouster/sideward_left/points,lidar,45928,4671010048,4672409828,-1.39978,197.3241515701312,9,5,0,0,0,0
92,ouster/sideward_right/points,lidar,50743,4669974272,4672409828,-2.435556,202.66935998208623,5,2,1,0,0,0
102,conti542/joint_radars/detections,radar,3223,5162012416,5172392453,-10.380037,327.581017524408,577,167,52,30,21,0
102,aeva/joint_lidars/points,lidar,409828,5200328192,5172392453,27.935739,370.16706175853574,25585,6107,1412,480,234,0
102,ouster/forward_center/points,lidar,44985,5174814208,5172392453,2.421755,192.80906471517955,9,1,0,0,0,0
102,ouster/sideward_left/points,lidar,45909,5171143936,5172392453,-1.248517,200.7209380896514,26,5,2,0,0,0
102,ouster/sideward_right/points,lidar,51330,5170130688,5172392453,-2.261765,180.87716684988456,4,1,0,0,0,0
114,conti542/joint_radars/detections,radar,2962,5761911296,5772292203,-10.380907,327.64334056773555,463,122,55,42,24,0
114,aeva/joint_lidars/points,lidar,392089,5800337152,5772292203,28.044949,363.9482158706047,26013,6548,1420,409,207,0
114,ouster/forward_center/points,lidar,45995,5775128832,5772292203,2.836629,246.70180629263058,19,3,1,0,0,0
114,ouster/sideward_left/points,lidar,46162,5771002368,5772292203,-1.289835,175.82809373567815,19,4,0,0,0,0
114,ouster/sideward_right/points,lidar,51693,5770075392,5772292203,-2.216811,131.57640861829245,2,0,0,0,0,0
124,conti542/joint_radars/detections,radar,2891,6261588736,6272442303,-10.853567,327.6467503500093,392,133,62,45,23,0
124,aeva/joint_lidars/points,lidar,393031,6300327168,6272442303,27.884865,361.9163251817172,23666,6084,1110,317,157,0
124,ouster/forward_center/points,lidar,48222,6275358720,6272442303,2.916417,241.22835388342708,14,5,3,0,0,0
124,ouster/sideward_left/points,lidar,47019,6270983680,6272442303,-1.458623,186.5822948382627,8,5,0,0,0,0
124,ouster/sideward_right/points,lidar,51824,6269961216,6272442303,-2.481087,240.1460361202593,3,3,3,0,0,0
134,conti542/joint_radars/detections,radar,2798,6761741568,6772414853,-10.673285,327.652697490927,362,111,70,41,26,0
134,aeva/joint_lidars/points,lidar,397510,6800331520,6772414853,27.916667,366.8328462591748,24423,5700,1741,452,234,0
134,ouster/forward_center/points,lidar,52316,6775375360,6772414853,2.960507,216.98181518499513,37,4,2,0,0,0
134,ouster/sideward_left/points,lidar,47655,6770927360,6772414853,-1.487493,204.38991155555755,7,5,2,0,0,0
134,ouster/sideward_right/points,lidar,53003,6769767168,6772414853,-2.647685,216.12543456499915,2,2,2,0,0,0
144,conti542/joint_radars/detections,radar,2577,7262037248,7272397528,-10.36028,327.6653685150992,292,99,77,32,21,0
144,aeva/joint_lidars/points,lidar,395440,7300336384,7272397528,27.938856,372.21604017269294,23098,5377,1671,463,204,0
144,ouster/forward_center/points,lidar,53765,7275397120,7272397528,2.999592,202.2974392997496,33,6,4,0,0,0
144,ouster/sideward_left/points,lidar,49551,7271058944,7272397528,-1.338584,225.15176574042948,9,5,2,0,0,0
144,ouster/sideward_right/points,lidar,55184,7269819904,7272397528,-2.577624,201.20249204767197,8,2,2,0,0,0
154,conti542/joint_radars/detections,radar,2452,7761613056,7772370028,-10.756972,327.55888447629604,276,76,50,33,14,0
154,aeva/joint_lidars/points,lidar,402550,7800347136,7772370028,27.977108,394.13741566079614,23256,4537,1750,706,264,0
154,ouster/forward_center/points,lidar,49434,7775245824,7772370028,2.875796,231.8716952426349,41,10,5,0,0,0
154,ouster/sideward_left/points,lidar,50338,7771248128,7772370028,-1.1219,210.18954019565115,15,6,1,0,0,0
154,ouster/sideward_right/points,lidar,54644,7770115072,7772370028,-2.254956,203.84486865710645,10,4,1,0,0,0
164,conti542/joint_radars/detections,radar,2617,8261620736,8272352853,-10.732117,327.6492810361199,348,102,67,40,19,0
164,aeva/joint_lidars/points,lidar,395965,8300335872,8272352853,27.983019,367.28153602218725,23566,5026,1546,861,248,0
164,ouster/forward_center/points,lidar,45371,8274850560,8272352853,2.497707,216.8023215085624,37,7,2,0,0,0
164,ouster/sideward_left/points,lidar,49112,8271194624,8272352853,-1.158229,197.72919896685812,13,6,0,0,0,0
164,ouster/sideward_right/points,lidar,54072,8270262784,8272352853,-2.090069,205.95885181850335,7,4,1,0,0,0
174,conti542/joint_radars/detections,radar,2632,8762102784,8772325553,-10.222769,327.5769060619864,367,130,52,33,20,0
174,aeva/joint_lidars/points,lidar,426259,8800336384,8772325553,28.010831,396.3268492594195,22157,5290,1328,802,289,0
174,ouster/forward_center/points,lidar,44906,8774886656,8772325553,2.561103,201.90078300132384,22,12,2,0,0,0
174,ouster/sideward_left/points,lidar,47243,8771000576,8772325553,-1.324977,158.04930579398402,7,3,0,0,0,0
174,ouster/sideward_right/points,lidar,53291,8770079232,8772325553,-2.246321,189.65232936855764,9,6,0,0,0,0
