sample_token,annotation_token,instance_token,scene,timestamp,category,range_m,azimuth_deg,margin_m,radar_points,lidar_points
71,71:0,RoadDebris:1,scene_28_24,3602108636,RoadDebris,37.01040638098546,130.19177012473267,0.0,1,974
71,71:0,RoadDebris:1,scene_28_24,3602108636,RoadDebris,37.01040638098546,130.19177012473267,0.5,3,1179
71,71:1,RoadDebris:2,scene_28_24,3602108636,RoadDebris,38.31372191820286,126.53573858405746,0.0,0,1102
71,71:1,RoadDebris:2,scene_28_24,3602108636,RoadDebris,38.31372191820286,126.53573858405746,0.5,1,1557
71,71:2,RoadObstruction:1,scene_28_24,3602108636,RoadObstruction-Cone,43.4956768236636,111.83594507292189,0.0,0,18
71,71:2,RoadObstruction:1,scene_28_24,3602108636,RoadObstruction-Cone,43.4956768236636,111.83594507292189,0.5,0,232
71,71:3,RoadObstruction:13,scene_28_24,3602108636,RoadObstruction-Cone,19.563342288323174,-69.31040977848026,0.0,0,35
71,71:3,RoadObstruction:13,scene_28_24,3602108636,RoadObstruction-Cone,19.563342288323174,-69.31040977848026,0.5,0,839
71,71:4,RoadObstruction:3,scene_28_24,3602108636,RoadObstruction-Cone,18.208482092453963,-63.797267115645234,0.0,0,33
71,71:4,RoadObstruction:3,scene_28_24,3602108636,RoadObstruction-Cone,18.208482092453963,-63.797267115645234,0.5,0,382
71,71:5,Vehicle:1,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,19.924939234645873,12.379128682762595,0.0,40,54699
71,71:5,Vehicle:1,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,19.924939234645873,12.379128682762595,0.5,45,83133
71,71:6,Vehicle:10,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,40.52612938466784,85.83670619982593,0.0,5,2034
71,71:6,Vehicle:10,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,40.52612938466784,85.83670619982593,0.5,15,3996
71,71:7,Vehicle:11,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,42.371402998801116,90.44452051549258,0.0,5,851
71,71:7,Vehicle:11,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,42.371402998801116,90.44452051549258,0.5,11,2413
71,71:8,Vehicle:12,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,44.14676055616982,94.35239035739383,0.0,3,485
71,71:8,Vehicle:12,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,44.14676055616982,94.35239035739383,0.5,8,1736
71,71:9,Vehicle:13,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,46.007553632739416,98.29701454942962,0.0,7,1423
71,71:9,Vehicle:13,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,46.007553632739416,98.29701454942962,0.5,10,2361
71,71:11,Vehicle:2,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,12.145725451743667,-13.226834261579697,0.0,47,100219
71,71:11,Vehicle:2,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,12.145725451743667,-13.226834261579697,0.5,67,111876
71,71:12,Vehicle:3,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,11.788159740502124,-32.64487857757948,0.0,38,27136
71,71:12,Vehicle:3,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,11.788159740502124,-32.64487857757948,0.5,40,29816
71,71:13,Vehicle:4,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,14.367711174462405,-75.64227365934175,0.0,20,21437
71,71:13,Vehicle:4,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,14.367711174462405,-75.64227365934175,0.5,26,25269
71,71:14,Vehicle:5,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,16.4951981884597,-88.87295710879013,0.0,15,14890
71,71:14,Vehicle:5,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,16.4951981884597,-88.87295710879013,0.5,20,15578
71,71:15,Vehicle:6,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,26.19387033565502,21.43686437688243,0.0,32,4916
71,71:15,Vehicle:6,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,26.19387033565502,21.43686437688243,0.5,36,7538
71,71:16,Vehicle:7,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,33.162500579225146,27.649812299205884,0.0,26,2602
71,71:16,Vehicle:7,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,33.162500579225146,27.649812299205884,0.5,30,3138
71,71:17,Vehicle:8,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,47.276454145636514,109.01216799155112,0.0,8,1216
71,71:17,Vehicle:8,scene_28_24,3602108636,Vehicle-SemiTruck-Cab,47.276454145636514,109.01216799155112,0.5,17,2290
71,71:18,Vehicle:9,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,38.241903362866644,75.89194412995134,0.0,4,454
71,71:18,Vehicle:9,scene_28_24,3602108636,Vehicle-SemiTruck-Trailer,38.241903362866644,75.89194412995134,0.5,6,1865
81,81:0,RoadDebris:1,scene_28_24,4102093936,RoadDebris,37.46806658556603,124.771855993822,0.0,1,786
81,81:0,RoadDebris:1,scene_28_24,4102093936,RoadDebris,37.46806658556603,124.771855993822,0.5,1,937
81,81:1,RoadDebris:2,scene_28_24,4102093936,RoadDebris,38.72765855604966,121.17326540245536,0.0,1,1006
81,81:1,RoadDebris:2,scene_28_24,4102093936,RoadDebris,38.72765855604966,121.17326540245536,0.5,1,1450
81,81:2,RoadObstruction:1,scene_28_24,4102093936,RoadObstruction-Cone,43.56431755990617,106.32645859940071,0.0,0,22
81,81:2,RoadObstruction:1,scene_28_24,4102093936,RoadObstruction-Cone,43.56431755990617,106.32645859940071,0.5,1,234
81,81:3,RoadObstruction:13,scene_28_24,4102093936,RoadObstruction-Cone,19.51732571271838,-79.57473904210946,0.0,0,104
81,81:3,RoadObstruction:13,scene_28_24,4102093936,RoadObstruction-Cone,19.51732571271838,-79.57473904210946,0.5,0,1048
81,81:4,RoadObstruction:3,scene_28_24,4102093936,RoadObstruction-Cone,18.07050988538212,-74.12263070821835,0.0,0,40
81,81:4,RoadObstruction:3,scene_28_24,4102093936,RoadObstruction-Cone,18.07050988538212,-74.12263070821835,0.5,0,446
81,81:5,Vehicle:1,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,18.77946318614775,5.497767677090477,0.0,62,81114
81,81:5,Vehicle:1,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,18.77946318614775,5.497767677090477,0.5,65,105429
81,81:6,Vehicle:10,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,40.13899166715808,80.36944732564429,0.0,4,2312
81,81:6,Vehicle:10,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,40.13899166715808,80.36944732564429,0.5,7,4803
81,81:7,Vehicle:11,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,42.0900430813295,84.9476231633371,0.0,3,872
81,81:7,Vehicle:11,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,42.0900430813295,84.9476231633371,0.5,9,2274
81,81:8,Vehicle:12,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,43.94544107030546,88.83367191151297,0.0,4,495
81,81:8,Vehicle:12,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,43.94544107030546,88.83367191151297,0.5,7,1661
81,81:9,Vehicle:13,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,45.87666771836407,92.72829078461534,0.0,5,1918
81,81:9,Vehicle:13,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,45.87666771836407,92.72829078461534,0.5,7,2450
81,81:11,Vehicle:2,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,11.179501266857041,-22.483980264671906,0.0,46,42538
81,81:11,Vehicle:2,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,11.179501266857041,-22.483980264671906,0.5,65,48575
81,81:12,Vehicle:3,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,11.115822076639448,-43.5517057465567,0.0,22,19296
81,81:12,Vehicle:3,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,11.115822076639448,-43.5517057465567,0.5,23,22123
81,81:13,Vehicle:4,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,14.429369271160388,-86.76910476262267,0.0,24,20010
81,81:13,Vehicle:4,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,14.429369271160388,-86.76910476262267,0.5,31,24028
81,81:14,Vehicle:5,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,16.808435214892317,-99.24314236334718,0.0,18,12252
81,81:14,Vehicle:5,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,16.808435214892317,-99.24314236334718,0.5,20,13206
81,81:15,Vehicle:6,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,25.127248887930293,14.941271485918671,0.0,26,22698
81,81:15,Vehicle:6,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,25.127248887930293,14.941271485918671,0.5,31,38484
81,81:16,Vehicle:7,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,32.134667668038446,21.073346513913545,0.0,29,3189
81,81:16,Vehicle:7,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,32.134667668038446,21.073346513913545,0.5,40,3555
81,81:17,Vehicle:8,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,47.32385249352799,103.37062373290712,0.0,11,1741
81,81:17,Vehicle:8,scene_28_24,4102093936,Vehicle-SemiTruck-Cab,47.32385249352799,103.37062373290712,0.5,18,3177
81,81:18,Vehicle:9,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,37.72157875875581,70.4211620690964,0.0,3,509
81,81:18,Vehicle:9,scene_28_24,4102093936,Vehicle-SemiTruck-Trailer,37.72157875875581,70.4211620690964,0.5,9,2009
91,91:0,RoadDebris:1,scene_28_24,4602069886,RoadDebris,37.86551606503783,118.3598077801269,0.0,1,974
91,91:0,RoadDebris:1,scene_28_24,4602069886,RoadDebris,37.86551606503783,118.3598077801269,0.5,4,1113
91,91:1,RoadDebris:2,scene_28_24,4602069886,RoadDebris,39.038575803745395,114.79101475458835,0.0,0,1145
91,91:1,RoadDebris:2,scene_28_24,4602069886,RoadDebris,39.038575803745395,114.79101475458835,0.5,0,1552
91,91:2,RoadObstruction:1,scene_28_24,4602069886,RoadObstruction-Cone,43.5884190492456,99.74685519358461,0.0,0,17
91,91:2,RoadObstruction:1,scene_28_24,4602069886,RoadObstruction-Cone,43.5884190492456,99.74685519358461,0.5,2,246
91,91:3,RoadObstruction:13,scene_28_24,4602069886,RoadObstruction-Cone,19.72214661633411,-91.2585864792767,0.0,0,66
91,91:3,RoadObstruction:13,scene_28_24,4602069886,RoadObstruction-Cone,19.72214661633411,-91.2585864792767,0.5,0,890
91,91:4,RoadObstruction:3,scene_28_24,4602069886,RoadObstruction-Cone,18.155846396286737,-86.20341548786713,0.0,0,54
91,91:4,RoadObstruction:3,scene_28_24,4602069886,RoadObstruction-Cone,18.155846396286737,-86.20341548786713,0.5,0,401
91,91:5,Vehicle:1,scene_28_24,4602069886,Vehicle-SemiTruck-Cab,17.522366704112745,-3.600027364952832,0.0,70,93904
91,91:5,Vehicle:1,scene_28_24,4602069886,Vehicle-SemiTruck-Cab,17.522366704112745,-3.600027364952832,0.5,80,117578
91,91:6,Vehicle:10,scene_28_24,4602069886,Vehicle-SemiTruck-Trailer,39.53301034637533,73.78370024464745,0.0,6,2178
91,91:6,Vehicle:10,scene_28_24,4602069886,Vehicle-SemiTruck-Trailer,39.53301034637533,73.78370024464745,0.5,11,4431
91,91:7,Vehicle:11,scene_28_24,4602069886,Vehicle-SemiTruck-Trailer,41.607344980284985,78.34780075318366,0.0,5,828
91,91:7,Vehicle:11,scene_28_24,4602069886,Vehicle-SemiTruck-Trailer,41.607344980284985,78.34780075318366,0.5,11,2113
91,91:8,Vehicle:12,scene_28_24,4602069886,Vehicle-SemiTruck-Trailer,43.5397521096481,82.24895662898392,0.0,1,539
