sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
71,conti542/joint_radars/detections,radar,2395,3591341568,3602108636,-10.767068,327.4837279338317,514,220,39,8,4,0
71,aeva/joint_lidars/points,lidar,678761,3629913600,3602108636,27.804964,285.456118017796,25054,752,39,10,0,0
71,ouster/forward_center/points,lidar,54589,3604651008,3602108636,2.542372,148.85390197738772,30,0,0,0,0,0
71,ouster/sideward_left/points,lidar,48615,3600899840,3602108636,-1.208796,183.44423985974922,6,1,0,0,0,0
71,ouster/sideward_right/points,lidar,57978,3600083200,3602108636,-2.025436,76.22761331527867,0,0,0,0,0,0
81,conti542/joint_radars/detections,radar,2475,4092192512,4102093936,-9.901424,327.6861862935762,535,226,37,11,7,0
81,aeva/joint_lidars/points,lidar,667018,4129905152,4102093936,27.811216,285.1134369133949,25228,1430,32,4,0,0
81,ouster/forward_center/points,lidar,52913,4104708096,4102093936,2.61416,151.1656638218296,29,1,0,0,0,0
81,ouster/sideward_left/points,lidar,47756,4100922880,4102093936,-1.171056,105.17095401803881,1,0,0,0,0,0
81,ouster/sideward_right/points,lidar,57627,4099905280,4102093936,-2.188656,473.1050412754651,1,1,1,1,1,1
91,conti542/joint_radars/detections,radar,2524,4591681792,4602069886,-10.388094,327.69029417837635,556,202,36,7,6,0
91,aeva/joint_lidars/points,lidar,681672,4629916928,4602069886,27.847042,255.47747158729146,11785,702,28,28,0,0
91,ouster/forward_center/points,lidar,53175,4604941824,4602069886,2.871938,153.59571182130347,39,7,0,0,0,0
91,ouster/sideward_left/points,lidar,48147,4600878336,4602069886,-1.19155,151.36095224102337,1,1,0,0,0,0
91,ouster/sideward_right/points,lidar,56450,4599621888,4602069886,-2.447998,110.02049435988455,1,0,0,0,0,0
101,conti542/joint_radars/detections,radar,2523,5091428096,5102221886,-10.79379,327.7901618302615,492,192,35,9,9,0
101,aeva/joint_lidars/points,lidar,673903,5129922560,5102221886,27.700674,314.409122003243,14939,4625,745,49,47,0
101,ouster/forward_center/points,lidar,54264,5104894720,5102221886,2.672834,152.2512472701417,38,3,0,0,0,0
101,ouster/sideward_left/points,lidar,48087,5100736000,5102221886,-1.485886,183.8411385116879,4,1,0,0,0,0
101,ouster/sideward_right/points,lidar,56545,5099568896,5102221886,-2.65299,79.29065235169676,0,0,0,0,0,0
113,conti542/joint_radars/detections,radar,2974,5691327488,5702126436,-10.798948,327.92837446270954,681,284,98,58,56,0
113,aeva/joint_lidars/points,lidar,665874,5729925376,5702126436,27.79894,313.1086682344328,18886,6802,874,132,118,0
113,ouster/forward_center/points,lidar,53876,5705155072,5702126436,3.028636,156.57727934551377,46,8,0,0,0,0
113,ouster/sideward_left/points,lidar,48425,5700787712,5702126436,-1.338724,148.88253526345343,11,0,0,0,0,0
113,ouster/sideward_right/points,lidar,56659,5699978240,5702126436,-2.148196,82.17243451007867,0,0,0,0,0,0
123,conti542/joint_radars/detections,radar,2965,6192207872,6202112011,-9.904139,327.90428275390497,692,331,120,70,65,0
123,aeva/joint_lidars/points,lidar,647293,6229930752,6202112011,27.818741,312.9423738606989,22749,7936,1217,225,165,0
123,ouster/forward_center/points,lidar,52408,6205028864,6202112011,2.916853,155.8545228089138,60,9,0,0,0,0
123,ouster/sideward_left/points,lidar,47586,6200962560,6202112011,-1.149451,143.94288318479366,5,0,0,0,0,0
123,ouster/sideward_right/points,lidar,56872,6200071168,6202112011,-2.040843,85.58632643577143,0,0,0,0,0,0
133,conti542/joint_radars/detections,radar,2973,6691717376,6702088261,-10.370885,327.87274372508045,734,337,126,93,88,0
133,aeva/joint_lidars/points,lidar,667282,6729940480,6702088261,27.852219,383.35200881207754,16227,3657,383,152,37,0
133,ouster/forward_center/points,lidar,50911,6704884992,6702088261,2.796731,182.51799613325295,66,9,0,0,0,0
133,ouster/sideward_left/points,lidar,48308,6700976128,6702088261,-1.112133,149.36968352358664,9,0,0,0,0,0
133,ouster/sideward_right/points,lidar,56584,6699922432,6702088261,-2.165829,140.1045849197624,3,0,0,0,0,0
143,conti542/joint_radars/detections,radar,2754,7191471104,7202073186,-10.602082,327.8672260895537,570,258,89,71,63,0
143,aeva/joint_lidars/points,lidar,676675,7229952512,7202073186,27.879326,310.80666995207815,14871,1603,681,43,2,0
143,ouster/forward_center/points,lidar,49089,7204721408,7202073186,2.648222,184.9994484797333,94,16,0,0,0,0
143,ouster/sideward_left/points,lidar,49099,7201000192,7202073186,-1.072994,137.5140604943407,3,0,0,0,0,0
143,ouster/sideward_right/points,lidar,55945,7199726592,7202073186,-2.346594,145.41803437763318,7,0,0,0,0,0
153,conti542/joint_radars/detections,radar,2253,7692193280,7702216536,-10.023256,327.7717353333527,561,277,78,36,30,0
153,aeva/joint_lidars/points,lidar,671966,7729959424,7702216536,27.742888,286.99029677361455,16073,2169,583,26,0,0
153,ouster/forward_center/points,lidar,48210,7704670976,7702216536,2.45444,198.91008863795489,109,28,0,0,0,0
153,ouster/sideward_left/points,lidar,49064,7700948736,7702216536,-1.2678,138.22258504135164,3,0,0,0,0,0
153,ouster/sideward_right/points,lidar,55333,7699572992,7702216536,-2.643544,144.66963663385343,3,0,0,0,0,0
163,conti542/joint_radars/detections,radar,2698,8191710976,8202202086,-10.49111,327.78309606686264,558,235,75,44,38,0
163,aeva/joint_lidars/points,lidar,645822,8229963776,8202202086,27.76169,286.4261328647894,16175,2904,486,43,0,0
163,ouster/forward_center/points,lidar,47764,8204834816,8202202086,2.63273,182.25213416506148,93,16,0,0,0,0
163,ouster/sideward_left/points,lidar,50329,8200787968,8202202086,-1.414118,136.5485475876636,8,0,0,0,0,0
163,ouster/sideward_right/points,lidar,54602,8199587072,8202202086,-2.615014,141.52939150253064,10,0,0,0,0,0
173,conti542/joint_radars/detections,radar,2322,8691125504,8702178386,-11.052882,327.75867047366864,434,107,45,36,36,0
173,aeva/joint_lidars/points,lidar,611198,8729988096,8702178386,27.80971,285.4918739702972,12247,1624,267,40,0,0
173,ouster/forward_center/points,lidar,47916,8705096448,8702178386,2.918062,200.14047321081554,79,3,1,0,0,0
173,ouster/sideward_left/points,lidar,48890,8700712704,8702178386,-1.465682,136.7042915106351,6,0,0,0,0,0
173,ouster/sideward_right/points,lidar,53700,8699802880,8702178386,-2.375506,134.60610672404093,16,0,0,0,0,0
183,conti542/joint_radars/detections,radar,2760,9192108800,9202163536,-10.054736,327.58446897098554,588,283,156,100,29,0
183,aeva/joint_lidars/points,lidar,583881,9230012928,9202163536,27.849392,284.58785625831956,6989,1413,60,30,0,0
183,ouster/forward_center/points,lidar,48558,9205093120,9202163536,2.929584,191.66343255140947,136,19,0,0,0,0
183,ouster/sideward_left/points,lidar,49624,9200705792,9202163536,-1.457744,139.3456062198393,15,0,0,0,0,0
183,ouster/sideward_right/points,lidar,52796,9199904768,9202163536,-2.258768,153.6344855331979,11,1,0,0,0,0
193,conti542/joint_radars/detections,radar,2938,9691709696,9702139736,-10.43004,327.7663733883356,632,282,156,93,18,0
193,aeva/joint_lidars/points,lidar,577288,9730012416,9702139736,27.87268,371.8504208716846,6296,494,44,25,4,0
193,ouster/forward_center/points,lidar,50279,9705236480,9702139736,3.096744,199.6590856505964,137,7,0,0,0,0
193,ouster/sideward_left/points,lidar,50381,9700820736,9702139736,-1.319,104.41930762203148,20,0,0,0,0,0
193,ouster/sideward_right/points,lidar,52484,9700071936,9702139736,-2.0678,130.1273428546154,2,0,0,0,0,0
203,conti542/joint_radars/detections,radar,2775,10191188224,10202124711,-10.936487,327.62212687918253,602,260,138,79,11,0
