sync,annotation_index,reason
73,48,ego_vehicle
73,49,ego_vehicle
73,52,invalid_3d
73,53,invalid_3d
73,54,invalid_3d
73,55,invalid_3d
73,56,invalid_3d
73,57,invalid_3d
73,58,invalid_3d
73,59,invalid_3d
73,60,invalid_3d
73,61,invalid_3d
73,62,invalid_3d
73,63,invalid_3d
73,64,invalid_3d
73,65,invalid_3d
73,66,invalid_3d
73,67,invalid_3d
73,68,invalid_3d
73,69,invalid_3d
73,70,invalid_3d
73,71,invalid_3d
73,72,invalid_3d
73,73,invalid_3d
73,74,invalid_3d
73,75,invalid_3d
73,76,invalid_3d
73,77,invalid_3d
73,78,invalid_3d
73,79,invalid_3d
73,80,invalid_3d
73,81,invalid_3d
73,82,invalid_3d
73,83,invalid_3d
73,84,invalid_3d
73,85,invalid_3d
83,48,ego_vehicle
83,49,ego_vehicle
83,53,invalid_3d
83,54,invalid_3d
83,55,invalid_3d
83,56,invalid_3d
83,57,invalid_3d
83,58,invalid_3d
83,59,invalid_3d
83,60,invalid_3d
83,61,invalid_3d
83,62,invalid_3d
83,63,invalid_3d
83,64,invalid_3d
83,65,invalid_3d
83,66,invalid_3d
83,67,invalid_3d
83,68,invalid_3d
83,69,invalid_3d
83,70,invalid_3d
83,71,invalid_3d
83,72,invalid_3d
83,73,invalid_3d
83,74,invalid_3d
83,75,invalid_3d
83,76,invalid_3d
83,77,invalid_3d
83,78,invalid_3d
83,79,invalid_3d
83,80,invalid_3d
83,81,invalid_3d
83,82,invalid_3d
83,83,invalid_3d
83,84,invalid_3d
83,85,invalid_3d
83,86,invalid_3d
93,44,ego_vehicle
93,45,ego_vehicle
93,53,invalid_3d
93,54,invalid_3d
93,55,invalid_3d
93,56,invalid_3d
93,57,invalid_3d
93,58,invalid_3d
93,59,invalid_3d
93,60,invalid_3d
93,61,invalid_3d
93,62,invalid_3d
93,63,invalid_3d
93,64,invalid_3d
93,65,invalid_3d
93,66,invalid_3d
93,67,invalid_3d
93,68,invalid_3d
93,69,invalid_3d
93,70,invalid_3d
93,71,invalid_3d
93,72,invalid_3d
93,73,invalid_3d
93,74,invalid_3d
93,75,invalid_3d
93,76,invalid_3d
93,77,invalid_3d
93,78,invalid_3d
93,79,invalid_3d
93,80,invalid_3d
93,81,invalid_3d
93,82,invalid_3d
93,83,invalid_3d
93,84,invalid_3d
93,85,invalid_3d
93,86,invalid_3d
93,87,invalid_3d
93,88,invalid_3d
93,89,invalid_3d
93,90,invalid_3d
93,91,invalid_3d
103,45,ego_vehicle
103,46,ego_vehicle
103,52,invalid_3d
103,53,invalid_3d
103,54,invalid_3d
103,55,invalid_3d
103,56,invalid_3d
103,57,invalid_3d
103,58,invalid_3d
103,59,invalid_3d
103,60,invalid_3d
103,61,invalid_3d
103,62,invalid_3d
103,63,invalid_3d
103,64,invalid_3d
103,65,invalid_3d
103,66,invalid_3d
103,67,invalid_3d
103,68,invalid_3d
103,69,invalid_3d
103,70,invalid_3d
103,71,invalid_3d
103,72,invalid_3d
103,73,invalid_3d
103,74,invalid_3d
103,75,invalid_3d
103,76,invalid_3d
103,77,invalid_3d
103,78,invalid_3d
103,79,invalid_3d
103,80,invalid_3d
103,81,invalid_3d
103,82,invalid_3d
103,83,invalid_3d
103,84,invalid_3d
103,85,invalid_3d
103,86,invalid_3d
103,87,invalid_3d
103,88,invalid_3d
103,89,invalid_3d
103,90,invalid_3d
103,91,invalid_3d
103,92,invalid_3d
115,44,ego_vehicle
115,45,ego_vehicle
115,51,invalid_3d
115,52,invalid_3d
115,53,invalid_3d
115,54,invalid_3d
115,55,invalid_3d
115,56,invalid_3d
115,57,invalid_3d
115,58,invalid_3d
115,59,invalid_3d
115,60,invalid_3d
115,61,invalid_3d
115,62,invalid_3d
115,63,invalid_3d
115,64,invalid_3d
115,65,invalid_3d
115,66,invalid_3d
115,67,invalid_3d
115,68,invalid_3d
115,69,invalid_3d
115,70,invalid_3d
115,71,invalid_3d
