sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
62,conti542/joint_radars/detections,radar,2072,3161954816,3172103218,-10.148402,327.9911283209055,143,75,55,27,27,0
62,aeva/joint_lidars/points,lidar,316453,3200034560,3172103218,27.931342,324.9396724839301,36254,11395,3314,620,58,0
62,ouster/forward_center/points,lidar,37288,3174882304,3172103218,2.779086,147.67069358214175,1,0,0,0,0,0
62,ouster/sideward_left/points,lidar,45928,3170892288,3172103218,-1.21093,211.60550668865733,4,1,1,0,0,0
62,ouster/sideward_right/points,lidar,45593,3169542656,3172103218,-2.560562,86.38352319161338,0,0,0,0,0,0
72,conti542/joint_radars/detections,radar,2055,3661838592,3672075043,-10.236451,327.988602841527,105,70,53,24,23,0
72,aeva/joint_lidars/points,lidar,320224,3700069120,3672075043,27.994077,348.53558789362893,37106,11705,3398,702,64,0
72,ouster/forward_center/points,lidar,37373,3674638592,3672075043,2.563549,131.42905143754697,1,0,0,0,0,0
72,ouster/sideward_left/points,lidar,45963,3670814720,3672075043,-1.260323,224.72400335653046,3,3,2,0,0,0
72,ouster/sideward_right/points,lidar,45650,3669516544,3672075043,-2.558499,76.48420830756717,0,0,0,0,0,0
82,conti542/joint_radars/detections,radar,2345,4161461504,4172056918,-10.595414,327.9881757958377,181,109,54,34,27,0
82,aeva/joint_lidars/points,lidar,320897,4200110080,4172056918,28.053162,381.7381638121133,37139,11265,2156,353,46,0
82,ouster/forward_center/points,lidar,37469,4174599680,4172056918,2.542762,163.23589110531765,3,1,0,0,0,0
82,ouster/sideward_left/points,lidar,45586,4170766080,4172056918,-1.290838,153.97395337401508,5,2,0,0,0,0
82,ouster/sideward_right/points,lidar,45703,4169941248,4172056918,-2.11567,78.55847005617419,0,0,0,0,0,0
92,conti542/joint_radars/detections,radar,2224,4662031104,4672196043,-10.164939,327.97684883463313,155,86,32,21,16,0
92,aeva/joint_lidars/points,lidar,322042,4700134144,4672196043,27.938101,365.59431538195213,39642,12383,2020,408,56,0
92,ouster/forward_center/points,lidar,37330,4674583296,4672196043,2.387253,85.65479424844447,0,0,0,0,0,0
92,ouster/sideward_left/points,lidar,45746,4670680064,4672196043,-1.515979,166.03753743132222,7,2,0,0,0,0
92,ouster/sideward_right/points,lidar,45563,4669999360,4672196043,-2.196683,80.60982015653919,0,0,0,0,0,0
102,conti542/joint_radars/detections,radar,2646,5161612288,5172178443,-10.566155,327.99602590085846,239,162,71,49,31,0
102,aeva/joint_lidars/points,lidar,319103,5200133888,5172178443,27.955445,355.7633468125412,40737,11877,1739,481,33,0
102,ouster/forward_center/points,lidar,37218,5174643200,5172178443,2.464757,193.1422081225207,7,1,0,0,0,0
102,ouster/sideward_left/points,lidar,45456,5170663680,5172178443,-1.514763,178.16490362552295,4,1,0,0,0,0
102,ouster/sideward_right/points,lidar,45368,5169874944,5172178443,-2.303499,82.38581694743681,0,0,0,0,0,0
114,conti542/joint_radars/detections,radar,2551,5761587712,5772077843,-10.490131,327.99683270066504,260,163,61,38,30,0
114,aeva/joint_lidars/points,lidar,321506,5800138752,5772077843,28.060909,360.80080982750565,41014,9840,1744,320,31,0
114,ouster/forward_center/points,lidar,37296,5775107328,5772077843,3.029485,177.38461812586323,6,2,0,0,0,0
114,ouster/sideward_left/points,lidar,45158,5770923520,5772077843,-1.154323,193.1289867657848,6,4,0,0,0,0
114,ouster/sideward_right/points,lidar,45104,5769523456,5772077843,-2.554387,85.17321801240647,0,0,0,0,0,0
124,conti542/joint_radars/detections,radar,2364,6261438464,6272060043,-10.621579,327.9940919996712,146,76,60,26,22,0
124,aeva/joint_lidars/points,lidar,324641,6300136704,6272060043,28.076661,354.05925655823154,41263,10235,1733,303,46,0
124,ouster/forward_center/points,lidar,37401,6275096832,6272060043,3.036789,186.82241536820038,12,2,0,0,0,0
124,ouster/sideward_left/points,lidar,44816,6271063296,6272060043,-0.996747,205.68609054990566,3,3,2,0,0,0
124,ouster/sideward_right/points,lidar,45136,6269771776,6272060043,-2.288267,86.88739571089265,0,0,0,0,0,0
134,conti542/joint_radars/detections,radar,2768,6762041088,6772199418,-10.15833,327.99366594528476,346,130,82,40,33,0
134,aeva/joint_lidars/points,lidar,326419,6800132352,6772199418,27.932934,333.6812432490967,38636,9604,1570,202,34,0
134,ouster/forward_center/points,lidar,37588,6774925312,6772199418,2.725894,157.72197384090728,26,1,0,0,0,0
134,ouster/sideward_left/points,lidar,43969,6770896896,6772199418,-1.302522,218.10140999925648,3,3,1,0,0,0
134,ouster/sideward_right/points,lidar,45144,6769924608,6772199418,-2.27481,89.08510277119566,0,0,0,0,0,0
144,conti542/joint_radars/detections,radar,2610,7261630464,7272181543,-10.551079,328.0033335288999,269,97,60,48,30,0
144,aeva/joint_lidars/points,lidar,328971,7300137728,7272181543,27.956185,376.3437712673245,37327,9335,1259,223,42,0
144,ouster/forward_center/points,lidar,37571,7274598144,7272181543,2.416601,137.66440282508796,49,0,0,0,0,0
144,ouster/sideward_left/points,lidar,42655,7270760960,7272181543,-1.420583,187.04898491341788,2,2,0,0,0,0
144,ouster/sideward_right/points,lidar,45096,7269938176,7272181543,-2.243367,137.03529367287103,1,0,0,0,0,0
154,conti542/joint_radars/detections,radar,2471,7761372160,7772153343,-10.781183,328.00265679661067,179,52,34,29,23,0
154,aeva/joint_lidars/points,lidar,330296,7800142080,7772153343,27.988737,351.5026450955379,38395,11120,1597,301,37,0
154,ouster/forward_center/points,lidar,37695,7774631680,7772153343,2.478337,137.1722183281345,63,0,0,0,0,0
154,ouster/sideward_left/points,lidar,42860,7770735616,7772153343,-1.417727,179.48376155627133,3,1,0,0,0,0
154,ouster/sideward_right/points,lidar,45020,7769634560,7772153343,-2.518783,133.9613899667069,1,0,0,0,0,0
164,conti542/joint_radars/detections,radar,2555,8261992192,8272135443,-10.143251,328.006240304995,163,84,57,41,29,0
164,aeva/joint_lidars/points,lidar,336152,8300137216,8272135443,28.001773,358.3772806274082,35332,9034,1188,244,44,0
164,ouster/forward_center/points,lidar,41795,8274820864,8272135443,2.685421,125.17563787041833,8,0,0,0,0,0
164,ouster/sideward_left/points,lidar,43482,8270685184,8272135443,-1.450259,223.44996050037065,3,2,1,0,0,0
164,ouster/sideward_right/points,lidar,45074,8269553664,8272135443,-2.581779,94.66200054179457,0,0,0,0,0,0
174,conti542/joint_radars/detections,radar,2303,8761432832,8772107268,-10.674436,328.0094279651638,165,63,55,35,25,0
174,aeva/joint_lidars/points,lidar,347067,8800135424,8772107268,28.028156,343.14214938864933,33818,9826,1406,365,104,0
174,ouster/forward_center/points,lidar,40222,8774903808,8772107268,2.79654,167.38335694419024,4,2,0,0,0,0
174,ouster/sideward_left/points,lidar,45302,8770661376,8772107268,-1.445892,180.49659499019495,2,1,0,0,0,0
174,ouster/sideward_right/points,lidar,45244,8769739520,8772107268,-2.367748,96.47575043920959,0,0,0,0,0,0
184,conti542/joint_radars/detections,radar,2306,9261313280,9272089418,-10.776138,327.9823315359257,172,81,54,35,31,0
184,aeva/joint_lidars/points,lidar,346679,9300125696,9272089418,28.036278,344.7400596245581,36101,10555,1421,314,171,0
184,ouster/forward_center/points,lidar,39408,9275027712,9272089418,2.938294,167.31548340547295,3,1,0,0,0,0
184,ouster/sideward_left/points,lidar,46347,9270707712,9272089418,-1.381706,218.3398254887625,4,3,1,0,0,0
184,ouster/sideward_right/points,lidar,45197,9270021888,9272089418,-2.06753,98.21628504662057,0,0,0,0,0,0
194,conti542/joint_radars/detections,radar,2342,9761822464,9772061343,-10.238879,327.87288779687304,171,87,56,28,22,0
194,aeva/joint_lidars/points,lidar,345159,9800127744,9772061343,28.066401,331.99162124280855,34166,8750,1419,395,293,0
194,ouster/forward_center/points,lidar,39549,9775141632,9772061343,3.080289,146.12866227841678,11,0,0,0,0,0
194,ouster/sideward_left/points,lidar,46514,9770851584,9772061343,-1.209759,92.19030607233822,0,0,0,0,0,0
194,ouster/sideward_right/points,lidar,45077,9769968128,9772061343,-2.093215,135.33295147308945,1,0,0,0,0,0
204,conti542/joint_radars/detections,radar,2188,10261583872,10272043543,-10.459671,327.98801279838426,144,65,35,26,14,0
204,aeva/joint_lidars/points,lidar,353380,10300121856,10272043543,28.078313,331.0052030960346,34135,7719,1291,435,61,0
204,ouster/forward_center/points,lidar,40100,10275150336,10272043543,3.106793,101.62830130993349,3,0,0,0,0,0
204,ouster/sideward_left/points,lidar,46050,10270962688,10272043543,-1.080855,107.836961985247,4,0,0,0,0,0
204,ouster/sideward_right/points,lidar,45104,10269818112,10272043543,-2.225431,101.55093583909955,4,0,0,0,0,0
216,conti542/joint_radars/detections,radar,2662,10861436672,10872110368,-10.673696,327.93760647741027,214,66,35,27,15,0
216,aeva/joint_lidars/points,lidar,355089,10900118016,10872110368,28.007648,354.2591736114939,32067,5531,1054,500,29,0
216,ouster/forward_center/points,lidar,40289,10874684160,10872110368,2.573792,178.91221742233768,2,1,0,0,0,0
216,ouster/sideward_left/points,lidar,45899,10870730240,10872110368,-1.380128,143.70009009642547,9,0,0,0,0,0
216,ouster/sideward_right/points,lidar,45076,10869569536,10872110368,-2.540832,103.68876145735501,4,0,0,0,0,0
226,conti542/joint_radars/detections,radar,2619,11361323008,11372092543,-10.769535,328.0132002712825,264,61,34,28,17,0
226,aeva/joint_lidars/points,lidar,355900,11400112896,11372092543,28.020353,353.85287200215464,31377,6829,1311,548,33,0
226,ouster/forward_center/points,lidar,39408,11374632704,11372092543,2.540161,105.20732878162696,3,0,0,0,0,0
226,ouster/sideward_left/points,lidar,45704,11370662656,11372092543,-1.429887,190.39526461395164,7,3,0,0,0,0
226,ouster/sideward_right/points,lidar,45290,11369966080,11372092543,-2.126463,105.18467504612451,2,0,0,0,0,0
236,conti542/joint_radars/detections,radar,2769,11861792512,11872064593,-10.272081,327.9392913753563,251,118,65,58,35,0
236,aeva/joint_lidars/points,lidar,355838,11900099072,11872064593,28.034479,349.5829696113188,30891,7339,1365,577,47,0
236,ouster/forward_center/points,lidar,39036,11874563584,11872064593,2.498991,106.81517705157654,4,0,0,0,0,0
236,ouster/sideward_left/points,lidar,46406,11870708480,11872064593,-1.356113,205.25589729240411,6,3,1,0,0,0
236,ouster/sideward_right/points,lidar,45154,11870018816,11872064593,-2.045777,175.3267877628256,3,1,0,0,0,0
246,conti542/joint_radars/detections,radar,2502,12361568512,12372046768,-10.478256,327.9562211641358,234,136,80,44,25,0
246,aeva/joint_lidars/points,lidar,352411,12400090112,12372046768,28.043344,329.79947767190106,31538,7959,1397,274,29,0
246,ouster/forward_center/points,lidar,38206,12374706688,12372046768,2.65992,115.80247019464854,4,0,0,0,0,0
246,ouster/sideward_left/points,lidar,46832,12370902016,12372046768,-1.144752,173.71287574025808,4,3,0,0,0,0
246,ouster/sideward_right/points,lidar,45244,12369955840,12372046768,-2.090928,108.42826121085479,1,0,0,0,0,0
256,conti542/joint_radars/detections,radar,2746,12861276672,12872186118,-10.909446,327.91208998505823,234,111,59,36,14,0
256,aeva/joint_lidars/points,lidar,350145,12900061440,12872186118,27.875322,332.98270450746304,32562,8775,1407,314,58,0
256,ouster/forward_center/points,lidar,39099,12874849792,12872186118,2.663674,165.07873959771803,10,4,0,0,0,0
256,ouster/sideward_left/points,lidar,46797,12870990336,12872186118,-1.195782,184.17527392760329,4,2,0,0,0,0
256,ouster/sideward_right/points,lidar,45054,12869892096,12872186118,-2.294022,148.2568652785922,3,0,0,0,0,0
266,conti542/joint_radars/detections,radar,2665,13361894912,13372168368,-10.273456,327.9317262735882,265,123,90,32,17,0
266,aeva/joint_lidars/points,lidar,343700,13400048384,13372168368,27.880016,370.5884731339726,28035,6508,1007,231,22,0
266,ouster/forward_center/points,lidar,38053,13375048960,13372168368,2.880592,228.83048480449352,9,1,1,0,0,0
266,ouster/sideward_left/points,lidar,47585,13370978048,13372168368,-1.19032,111.31250479014949,3,0,0,0,0,0
266,ouster/sideward_right/points,lidar,44753,13369709312,13372168368,-2.459056,159.5874913348913,3,1,0,0,0,0
276,conti542/joint_radars/detections,radar,2719,13861516544,13872140443,-10.623899,327.9632446923775,286,151,114,33,16,0
276,aeva/joint_lidars/points,lidar,342094,13900025600,13872140443,27.885157,383.0203389821654,28231,6061,1049,205,19,0
276,ouster/forward_center/points,lidar,37727,13874898688,13872140443,2.758245,203.57832167609524,13,4,4,0,0,0
276,ouster/sideward_left/points,lidar,47132,13870815488,13872140443,-1.324955,122.61240375504376,6,0,0,0,0,0
276,ouster/sideward_right/points,lidar,44528,13869599488,13872140443,-2.540955,112.37887840233579,2,0,0,0,0,0
286,conti542/joint_radars/detections,radar,2892,14361397760,14372122768,-10.725008,327.9630323305969,299,170,62,47,15,0
286,aeva/joint_lidars/points,lidar,343850,14400010496,14372122768,27.887728,349.518397414756,27801,6684,1281,250,45,0
286,ouster/forward_center/points,lidar,37718,14375001344,14372122768,2.878576,192.29864424492914,13,4,0,0,0,0
286,ouster/sideward_left/points,lidar,47226,14370711040,14372122768,-1.411728,136.19445280402607,7,0,0,0,0,0
286,ouster/sideward_right/points,lidar,44300,14369560064,14372122768,-2.562704,114.12162691287291,3,0,0,0,0,0
296,conti542/joint_radars/detections,radar,2693,14861879552,14872094968,-10.215416,327.89007726708707,284,130,31,26,11,0
296,aeva/joint_lidars/points,lidar,353610,14899989760,14872094968,27.894792,337.8279310088686,32052,7537,1089,209,71,0
296,ouster/forward_center/points,lidar,37646,14875080704,14872094968,2.985736,180.37040736452758,19,7,0,0,0,0
296,ouster/sideward_left/points,lidar,47482,14870719488,14872094968,-1.37548,152.51277055839597,6,3,0,0,0,0
296,ouster/sideward_right/points,lidar,44532,14869822720,14872094968,-2.272248,182.34206374582874,3,1,0,0,0,0
306,conti542/joint_radars/detections,radar,3022,15361519104,15372077468,-10.558364,327.8773226937013,421,96,34,24,14,0
306,aeva/joint_lidars/points,lidar,356481,15399970304,15372077468,27.892836,365.12743413379997,40714,7912,1320,216,60,0
306,ouster/forward_center/points,lidar,37739,15375131904,15372077468,3.054436,168.16938776341942,52,28,0,0,0,0
