sync,annotation_index,reason
72,3,ego_vehicle
72,4,ego_vehicle
72,10,invalid_3d
72,11,invalid_3d
72,12,invalid_3d
72,13,invalid_3d
72,14,invalid_3d
72,15,invalid_3d
72,16,invalid_3d
72,17,invalid_3d
72,18,invalid_3d
72,19,invalid_3d
72,20,invalid_3d
72,21,invalid_3d
72,22,invalid_3d
72,23,invalid_3d
72,24,invalid_3d
72,25,invalid_3d
72,26,invalid_3d
72,27,invalid_3d
72,28,invalid_3d
72,29,invalid_3d
72,30,invalid_3d
72,31,invalid_3d
72,32,invalid_3d
72,33,invalid_3d
72,34,invalid_3d
72,35,invalid_3d
72,36,invalid_3d
72,37,invalid_3d
72,38,invalid_3d
72,39,invalid_3d
72,40,invalid_3d
72,41,invalid_3d
72,42,invalid_3d
72,43,invalid_3d
72,44,invalid_3d
72,45,invalid_3d
72,46,invalid_3d
72,47,invalid_3d
72,48,invalid_3d
72,49,invalid_3d
72,50,invalid_3d
72,51,invalid_3d
72,52,invalid_3d
72,53,invalid_3d
72,54,invalid_3d
72,55,invalid_3d
72,56,invalid_3d
72,57,invalid_3d
72,58,invalid_3d
72,59,invalid_3d
72,60,invalid_3d
72,61,invalid_3d
72,62,invalid_3d
72,63,invalid_3d
72,64,invalid_3d
72,65,invalid_3d
72,66,invalid_3d
72,67,invalid_3d
72,68,invalid_3d
72,69,invalid_3d
72,70,invalid_3d
72,71,invalid_3d
72,72,invalid_3d
72,73,invalid_3d
72,74,invalid_3d
72,75,invalid_3d
72,76,invalid_3d
72,77,invalid_3d
72,78,invalid_3d
72,79,invalid_3d
72,80,invalid_3d
72,81,invalid_3d
72,82,invalid_3d
72,83,invalid_3d
72,84,invalid_3d
72,85,invalid_3d
72,86,invalid_3d
72,87,invalid_3d
72,88,invalid_3d
72,89,invalid_3d
72,90,invalid_3d
72,91,invalid_3d
72,92,invalid_3d
72,93,invalid_3d
72,94,invalid_3d
72,95,invalid_3d
72,96,invalid_3d
72,97,invalid_3d
72,98,invalid_3d
72,99,invalid_3d
72,100,invalid_3d
72,101,invalid_3d
72,102,invalid_3d
72,103,invalid_3d
72,104,invalid_3d
72,105,invalid_3d
72,106,invalid_3d
72,107,invalid_3d
72,108,invalid_3d
72,109,invalid_3d
72,110,invalid_3d
72,111,invalid_3d
82,3,ego_vehicle
82,4,ego_vehicle
82,10,invalid_3d
82,11,invalid_3d
82,12,invalid_3d
82,13,invalid_3d
82,14,invalid_3d
82,15,invalid_3d
82,16,invalid_3d
82,17,invalid_3d
82,18,invalid_3d
82,19,invalid_3d
82,20,invalid_3d
82,21,invalid_3d
82,22,invalid_3d
82,23,invalid_3d
82,24,invalid_3d
82,25,invalid_3d
82,26,invalid_3d
82,27,invalid_3d
82,28,invalid_3d
82,29,invalid_3d
82,30,invalid_3d
82,31,invalid_3d
82,32,invalid_3d
82,33,invalid_3d
82,34,invalid_3d
82,35,invalid_3d
82,36,invalid_3d
82,37,invalid_3d
82,38,invalid_3d
82,39,invalid_3d
82,40,invalid_3d
82,41,invalid_3d
82,42,invalid_3d
82,43,invalid_3d
82,44,invalid_3d
82,45,invalid_3d
82,46,invalid_3d
82,47,invalid_3d
82,48,invalid_3d
82,49,invalid_3d
82,50,invalid_3d
82,51,invalid_3d
82,52,invalid_3d
82,53,invalid_3d
82,54,invalid_3d
82,55,invalid_3d
82,56,invalid_3d
82,57,invalid_3d
82,58,invalid_3d
82,59,invalid_3d
82,60,invalid_3d
82,61,invalid_3d
82,62,invalid_3d
82,63,invalid_3d
82,64,invalid_3d
82,65,invalid_3d
82,66,invalid_3d
82,67,invalid_3d
82,68,invalid_3d
82,69,invalid_3d
82,70,invalid_3d
82,71,invalid_3d
82,72,invalid_3d
82,73,invalid_3d
82,74,invalid_3d
82,75,invalid_3d
82,76,invalid_3d
82,77,invalid_3d
82,78,invalid_3d
82,79,invalid_3d
82,80,invalid_3d
82,81,invalid_3d
82,82,invalid_3d
82,83,invalid_3d
82,84,invalid_3d
82,85,invalid_3d
82,86,invalid_3d
82,87,invalid_3d
82,88,invalid_3d
82,89,invalid_3d
82,90,invalid_3d
82,91,invalid_3d
82,92,invalid_3d
82,93,invalid_3d
82,94,invalid_3d
82,95,invalid_3d
82,96,invalid_3d
82,97,invalid_3d
82,98,invalid_3d
82,99,invalid_3d
82,100,invalid_3d
82,101,invalid_3d
82,102,invalid_3d
82,103,invalid_3d
82,104,invalid_3d
82,105,invalid_3d
82,106,invalid_3d
82,107,invalid_3d
82,108,invalid_3d
82,109,invalid_3d
82,110,invalid_3d
82,111,invalid_3d
82,112,invalid_3d
82,113,invalid_3d
82,114,invalid_3d
92,3,ego_vehicle
92,4,ego_vehicle
92,10,invalid_3d
92,11,invalid_3d
92,12,invalid_3d
92,13,invalid_3d
92,14,invalid_3d
92,15,invalid_3d
92,16,invalid_3d
92,17,invalid_3d
92,18,invalid_3d
92,19,invalid_3d
92,20,invalid_3d
92,21,invalid_3d
92,22,invalid_3d
92,23,invalid_3d
92,24,invalid_3d
92,25,invalid_3d
92,26,invalid_3d
92,27,invalid_3d
92,28,invalid_3d
92,29,invalid_3d
92,30,invalid_3d
92,31,invalid_3d
92,32,invalid_3d
92,33,invalid_3d
92,34,invalid_3d
92,35,invalid_3d
92,36,invalid_3d
92,37,invalid_3d
92,38,invalid_3d
92,39,invalid_3d
92,40,invalid_3d
92,41,invalid_3d
92,42,invalid_3d
92,43,invalid_3d
92,44,invalid_3d
92,45,invalid_3d
92,46,invalid_3d
92,47,invalid_3d
92,48,invalid_3d
92,49,invalid_3d
92,50,invalid_3d
92,51,invalid_3d
92,52,invalid_3d
92,53,invalid_3d
92,54,invalid_3d
92,55,invalid_3d
92,56,invalid_3d
92,57,invalid_3d
92,58,invalid_3d
92,59,invalid_3d
92,60,invalid_3d
92,61,invalid_3d
92,62,invalid_3d
92,63,invalid_3d
92,64,invalid_3d
92,65,invalid_3d
92,66,invalid_3d
92,67,invalid_3d
92,68,invalid_3d
92,69,invalid_3d
92,70,invalid_3d
92,71,invalid_3d
92,72,invalid_3d
92,73,invalid_3d
92,74,invalid_3d
92,75,invalid_3d
92,76,invalid_3d
92,77,invalid_3d
92,78,invalid_3d
92,79,invalid_3d
92,80,invalid_3d
92,81,invalid_3d
92,82,invalid_3d
92,83,invalid_3d
92,84,invalid_3d
92,85,invalid_3d
92,86,invalid_3d
92,87,invalid_3d
92,88,invalid_3d
92,89,invalid_3d
92,90,invalid_3d
92,91,invalid_3d
92,92,invalid_3d
92,93,invalid_3d
92,94,invalid_3d
92,95,invalid_3d
92,96,invalid_3d
92,97,invalid_3d
92,98,invalid_3d
92,99,invalid_3d
92,100,invalid_3d
92,101,invalid_3d
92,102,invalid_3d
92,103,invalid_3d
92,104,invalid_3d
92,105,invalid_3d
92,106,invalid_3d
92,107,invalid_3d
92,108,invalid_3d
92,109,invalid_3d
92,110,invalid_3d
92,111,invalid_3d
92,112,invalid_3d
92,113,invalid_3d
92,114,invalid_3d
92,115,invalid_3d
92,116,invalid_3d
92,117,invalid_3d
92,118,invalid_3d
102,3,ego_vehicle
102,4,ego_vehicle
102,10,invalid_3d
102,11,invalid_3d
102,12,invalid_3d
102,13,invalid_3d
102,14,invalid_3d
102,15,invalid_3d
102,16,invalid_3d
102,17,invalid_3d
102,18,invalid_3d
102,19,invalid_3d
102,20,invalid_3d
102,21,invalid_3d
102,22,invalid_3d
102,23,invalid_3d
102,24,invalid_3d
102,25,invalid_3d
102,26,invalid_3d
102,27,invalid_3d
102,28,invalid_3d
102,29,invalid_3d
102,30,invalid_3d
102,31,invalid_3d
102,32,invalid_3d
102,33,invalid_3d
102,34,invalid_3d
102,35,invalid_3d
102,36,invalid_3d
102,37,invalid_3d
102,38,invalid_3d
102,39,invalid_3d
102,40,invalid_3d
102,41,invalid_3d
102,42,invalid_3d
102,43,invalid_3d
102,44,invalid_3d
102,45,invalid_3d
102,46,invalid_3d
102,47,invalid_3d
102,48,invalid_3d
102,49,invalid_3d
102,50,invalid_3d
102,51,invalid_3d
102,52,invalid_3d
102,53,invalid_3d
102,54,invalid_3d
102,55,invalid_3d
102,56,invalid_3d
102,57,invalid_3d
102,58,invalid_3d
102,59,invalid_3d
102,60,invalid_3d
102,61,invalid_3d
102,62,invalid_3d
102,63,invalid_3d
102,64,invalid_3d
102,65,invalid_3d
102,66,invalid_3d
102,67,invalid_3d
102,68,invalid_3d
102,69,invalid_3d
102,70,invalid_3d
102,71,invalid_3d
102,72,invalid_3d
102,73,invalid_3d
102,74,invalid_3d
102,75,invalid_3d
102,76,invalid_3d
