sample_token,annotation_token,instance_token,scene,timestamp,category,range_m,azimuth_deg,margin_m,radar_points,lidar_points
65,65:0,RoadObstruction:1,scene_28_1,3272099583,RoadObstruction-Barrel,16.005846167683725,-33.03006790936649,0.0,1,241
65,65:0,RoadObstruction:1,scene_28_1,3272099583,RoadObstruction-Barrel,16.005846167683725,-33.03006790936649,0.5,1,422
65,65:1,RoadObstruction:10,scene_28_1,3272099583,RoadObstruction-Barrel,231.34218450716727,-2.392921042422766,0.0,0,26
65,65:1,RoadObstruction:10,scene_28_1,3272099583,RoadObstruction-Barrel,231.34218450716727,-2.392921042422766,0.5,0,27
65,65:2,RoadObstruction:11,scene_28_1,3272099583,RoadObstruction-Barrel,251.2566323646323,-2.573065093723364,0.0,0,17
65,65:2,RoadObstruction:11,scene_28_1,3272099583,RoadObstruction-Barrel,251.2566323646323,-2.573065093723364,0.5,0,21
65,65:3,RoadObstruction:12,scene_28_1,3272099583,RoadObstruction-Barrel,279.0554438547711,-2.2861172467531587,0.0,0,23
65,65:3,RoadObstruction:12,scene_28_1,3272099583,RoadObstruction-Barrel,279.0554438547711,-2.2861172467531587,0.5,0,26
65,65:4,RoadObstruction:13,scene_28_1,3272099583,RoadObstruction-Barrel,297.4944245759881,-2.2213534666683645,0.0,0,10
65,65:4,RoadObstruction:13,scene_28_1,3272099583,RoadObstruction-Barrel,297.4944245759881,-2.2213534666683645,0.5,0,10
65,65:5,RoadObstruction:14,scene_28_1,3272099583,RoadObstruction-Barrel,319.92748330065956,-2.1208366808152976,0.0,0,10
65,65:5,RoadObstruction:14,scene_28_1,3272099583,RoadObstruction-Barrel,319.92748330065956,-2.1208366808152976,0.5,0,11
65,65:6,RoadObstruction:15,scene_28_1,3272099583,RoadObstruction-Barrel,334.83982245005285,-2.0512081976441308,0.0,0,7
65,65:6,RoadObstruction:15,scene_28_1,3272099583,RoadObstruction-Barrel,334.83982245005285,-2.0512081976441308,0.5,0,7
65,65:7,RoadObstruction:16,scene_28_1,3272099583,RoadObstruction-Barrel,345.69880458456174,-1.9474150027691495,0.0,0,11
65,65:7,RoadObstruction:16,scene_28_1,3272099583,RoadObstruction-Barrel,345.69880458456174,-1.9474150027691495,0.5,0,16
65,65:8,RoadObstruction:17,scene_28_1,3272099583,RoadObstruction-Barrel,362.77817886737256,-1.9120858970336914,0.0,0,1
65,65:8,RoadObstruction:17,scene_28_1,3272099583,RoadObstruction-Barrel,362.77817886737256,-1.9120858970336914,0.5,0,2
65,65:9,RoadObstruction:18,scene_28_1,3272099583,RoadObstruction-Barrel,377.3963797225797,-1.8043110408609606,0.0,0,14
65,65:9,RoadObstruction:18,scene_28_1,3272099583,RoadObstruction-Barrel,377.3963797225797,-1.8043110408609606,0.5,0,21
65,65:10,RoadObstruction:19,scene_28_1,3272099583,RoadObstruction-Barrel,396.11914551851066,-1.484656770865522,0.0,0,8
65,65:10,RoadObstruction:19,scene_28_1,3272099583,RoadObstruction-Barrel,396.11914551851066,-1.484656770865522,0.5,0,11
65,65:11,RoadObstruction:2,scene_28_1,3272099583,RoadObstruction-Barrel,28.042541350136563,-161.35174810513092,0.0,0,209
65,65:11,RoadObstruction:2,scene_28_1,3272099583,RoadObstruction-Barrel,28.042541350136563,-161.35174810513092,0.5,0,271
65,65:12,RoadObstruction:27,scene_28_1,3272099583,RoadObstruction-Barrel,60.39716915761068,-170.83587755132797,0.0,0,22
65,65:12,RoadObstruction:27,scene_28_1,3272099583,RoadObstruction-Barrel,60.39716915761068,-170.83587755132797,0.5,0,53
65,65:13,RoadObstruction:28,scene_28_1,3272099583,RoadObstruction-Barrel,176.99814476636683,2.3272941712092887,0.0,0,45
65,65:13,RoadObstruction:28,scene_28_1,3272099583,RoadObstruction-Barrel,176.99814476636683,2.3272941712092887,0.5,1,59
65,65:14,RoadObstruction:29,scene_28_1,3272099583,RoadObstruction-Barrel,127.42751318917301,3.483101639581275,0.0,1,76
65,65:14,RoadObstruction:29,scene_28_1,3272099583,RoadObstruction-Barrel,127.42751318917301,3.483101639581275,0.5,3,83
65,65:15,RoadObstruction:3,scene_28_1,3272099583,RoadObstruction-Barrel,52.6599742720347,-8.865228194063477,0.0,0,192
65,65:15,RoadObstruction:3,scene_28_1,3272099583,RoadObstruction-Barrel,52.6599742720347,-8.865228194063477,0.5,5,349
65,65:16,RoadObstruction:30,scene_28_1,3272099583,RoadObstruction-Barrel,78.98632756474149,5.894444969704391,0.0,1,143
65,65:16,RoadObstruction:30,scene_28_1,3272099583,RoadObstruction-Barrel,78.98632756474149,5.894444969704391,0.5,2,241
65,65:17,RoadObstruction:32,scene_28_1,3272099583,RoadObstruction-Barrel,20.500515720528377,153.78432857738443,0.0,0,231
65,65:17,RoadObstruction:32,scene_28_1,3272099583,RoadObstruction-Barrel,20.500515720528377,153.78432857738443,0.5,3,597
65,65:18,RoadObstruction:33,scene_28_1,3272099583,RoadObstruction-Barrel,66.3008995350208,172.0242880893052,0.0,0,5
65,65:18,RoadObstruction:33,scene_28_1,3272099583,RoadObstruction-Barrel,66.3008995350208,172.0242880893052,0.5,1,25
65,65:19,RoadObstruction:35,scene_28_1,3272099583,RoadObstruction-Barrel,158.9795418293981,-176.06063918662065,0.0,0,13
65,65:19,RoadObstruction:35,scene_28_1,3272099583,RoadObstruction-Barrel,158.9795418293981,-176.06063918662065,0.5,0,14
65,65:20,RoadObstruction:36,scene_28_1,3272099583,RoadObstruction-Barrel,223.52186735175366,-175.8630881108447,0.0,0,6
65,65:20,RoadObstruction:36,scene_28_1,3272099583,RoadObstruction-Barrel,223.52186735175366,-175.8630881108447,0.5,1,27
65,65:21,RoadObstruction:38,scene_28_1,3272099583,RoadObstruction-Barrel,142.30376701062428,-174.43317630629366,0.0,0,9
65,65:21,RoadObstruction:38,scene_28_1,3272099583,RoadObstruction-Barrel,142.30376701062428,-174.43317630629366,0.5,0,12
65,65:22,RoadObstruction:4,scene_28_1,3272099583,RoadObstruction-Barrel,85.16724391368282,-5.683422520127121,0.0,0,144
65,65:22,RoadObstruction:4,scene_28_1,3272099583,RoadObstruction-Barrel,85.16724391368282,-5.683422520127121,0.5,3,166
65,65:23,RoadObstruction:5,scene_28_1,3272099583,RoadObstruction-Barrel,118.65544568907035,-4.279514350527136,0.0,0,75
65,65:23,RoadObstruction:5,scene_28_1,3272099583,RoadObstruction-Barrel,118.65544568907035,-4.279514350527136,0.5,3,88
65,65:24,RoadObstruction:6,scene_28_1,3272099583,RoadObstruction-Barrel,134.25167552101902,-3.9637839573943032,0.0,0,79
65,65:24,RoadObstruction:6,scene_28_1,3272099583,RoadObstruction-Barrel,134.25167552101902,-3.9637839573943032,0.5,2,93
65,65:25,RoadObstruction:7,scene_28_1,3272099583,RoadObstruction-Barrel,167.97798418148764,-3.2249506418787033,0.0,0,49
65,65:25,RoadObstruction:7,scene_28_1,3272099583,RoadObstruction-Barrel,167.97798418148764,-3.2249506418787033,0.5,1,53
65,65:26,RoadObstruction:8,scene_28_1,3272099583,RoadObstruction-Barrel,181.00091964072547,-3.073533641181535,0.0,0,42
65,65:26,RoadObstruction:8,scene_28_1,3272099583,RoadObstruction-Barrel,181.00091964072547,-3.073533641181535,0.5,1,45
65,65:27,RoadObstruction:9,scene_28_1,3272099583,RoadObstruction-Barrel,211.75624457885192,-2.6384488399081176,0.0,0,25
65,65:27,RoadObstruction:9,scene_28_1,3272099583,RoadObstruction-Barrel,211.75624457885192,-2.6384488399081176,0.5,0,35
65,65:28,TrafficSign:1,scene_28_1,3272099583,TrafficSign,190.72858517029547,-3.1868385160952197,0.0,0,50
65,65:28,TrafficSign:1,scene_28_1,3272099583,TrafficSign,190.72858517029547,-3.1868385160952197,0.5,0,149
65,65:29,TrafficSign:2,scene_28_1,3272099583,TrafficSign,320.8925775875186,-2.341780680382369,0.0,0,14
65,65:29,TrafficSign:2,scene_28_1,3272099583,TrafficSign,320.8925775875186,-2.341780680382369,0.5,1,64
65,65:30,TrafficSign:3,scene_28_1,3272099583,TrafficSign,299.6499128197861,3.0719172939855066,0.0,0,14
65,65:30,TrafficSign:3,scene_28_1,3272099583,TrafficSign,299.6499128197861,3.0719172939855066,0.5,0,24
65,65:31,TrafficSign:6,scene_28_1,3272099583,TrafficSign,193.185940684886,-175.69609364864147,0.0,0,17
65,65:31,TrafficSign:6,scene_28_1,3272099583,TrafficSign,193.185940684886,-175.69609364864147,0.5,0,75
65,65:32,Vehicle:1,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,206.07586376818375,0.6831166895029197,0.0,3,491
65,65:32,Vehicle:1,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,206.07586376818375,0.6831166895029197,0.5,5,534
65,65:33,Vehicle:12,scene_28_1,3272099583,Vehicle-Passenger,299.51983694674055,-0.8351113019669381,0.0,0,37
65,65:33,Vehicle:12,scene_28_1,3272099583,Vehicle-Passenger,299.51983694674055,-0.8351113019669381,0.5,1,42
65,65:34,Vehicle:13,scene_28_1,3272099583,Vehicle-SingleUnitTruck,319.6168220941345,0.2804352223315415,0.0,2,63
65,65:34,Vehicle:13,scene_28_1,3272099583,Vehicle-SingleUnitTruck,319.6168220941345,0.2804352223315415,0.5,2,68
65,65:35,Vehicle:14,scene_28_1,3272099583,Vehicle-Passenger,195.4957254714812,3.9735851979670636,0.0,1,0
65,65:35,Vehicle:14,scene_28_1,3272099583,Vehicle-Passenger,195.4957254714812,3.9735851979670636,0.5,2,11
65,65:36,Vehicle:16,scene_28_1,3272099583,Vehicle-Passenger,70.68584395389779,163.34310263141597,0.0,1,1
65,65:36,Vehicle:16,scene_28_1,3272099583,Vehicle-Passenger,70.68584395389779,163.34310263141597,0.5,3,2
65,65:37,Vehicle:17,scene_28_1,3272099583,Vehicle-Passenger,244.99424997158056,-178.05951949852968,0.0,0,4
65,65:37,Vehicle:17,scene_28_1,3272099583,Vehicle-Passenger,244.99424997158056,-178.05951949852968,0.5,1,5
65,65:38,Vehicle:2,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,219.8172802969611,-0.4297822000175342,0.0,2,365
65,65:38,Vehicle:2,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,219.8172802969611,-0.4297822000175342,0.5,5,468
65,65:39,Vehicle:22,scene_28_1,3272099583,Vehicle-SemiTruck-Cab,20.746546618964754,110.2566204105253,0.0,1,2528
65,65:39,Vehicle:22,scene_28_1,3272099583,Vehicle-SemiTruck-Cab,20.746546618964754,110.2566204105253,0.5,2,3274
65,65:40,Vehicle:23,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,19.628193090794095,82.51123607805357,0.0,12,19672
65,65:40,Vehicle:23,scene_28_1,3272099583,Vehicle-SemiTruck-Trailer,19.628193090794095,82.51123607805357,0.5,13,21519
65,65:41,Vehicle:26,scene_28_1,3272099583,Vehicle-Passenger,265.34458757121445,2.9021021849380184,0.0,0,4
65,65:41,Vehicle:26,scene_28_1,3272099583,Vehicle-Passenger,265.34458757121445,2.9021021849380184,0.5,1,6
65,65:42,Vehicle:28,scene_28_1,3272099583,Vehicle-Trailer,36.8588089328663,173.43224053843787,0.0,9,166
65,65:42,Vehicle:28,scene_28_1,3272099583,Vehicle-Trailer,36.8588089328663,173.43224053843787,0.5,18,296
65,65:43,Vehicle:3,scene_28_1,3272099583,Vehicle-SemiTruck-Cab,23.511760053883286,10.7769539280673,0.0,24,1421
