sample_token,annotation_token,instance_token,scene,timestamp,category,range_m,azimuth_deg,margin_m,radar_points,lidar_points
72,72:0,TrafficSign:1,scene_28_6,3672075043,TrafficSign,223.71035875678777,174.7310425280208,0.0,0,3
72,72:0,TrafficSign:1,scene_28_6,3672075043,TrafficSign,223.71035875678777,174.7310425280208,0.5,0,5
72,72:2,Vehicle:11,scene_28_6,3672075043,Vehicle-SemiTruck-Cab,340.8229994266732,5.486375321228097,0.0,0,5
72,72:2,Vehicle:11,scene_28_6,3672075043,Vehicle-SemiTruck-Cab,340.8229994266732,5.486375321228097,0.5,0,5
72,72:4,Vehicle:3,scene_28_6,3672075043,Vehicle-Passenger,12.815529643938882,160.04166176174115,0.0,7,554
72,72:4,Vehicle:3,scene_28_6,3672075043,Vehicle-Passenger,12.815529643938882,160.04166176174115,0.5,9,924
72,72:5,Vehicle:35,scene_28_6,3672075043,Vehicle-Passenger,162.96415623827411,166.63547420883359,0.0,0,11
72,72:5,Vehicle:35,scene_28_6,3672075043,Vehicle-Passenger,162.96415623827411,166.63547420883359,0.5,0,27
72,72:6,Vehicle:36,scene_28_6,3672075043,Vehicle-Trailer,74.46406161517525,149.96099618414164,0.0,2,76
72,72:6,Vehicle:36,scene_28_6,3672075043,Vehicle-Trailer,74.46406161517525,149.96099618414164,0.5,7,95
72,72:7,Vehicle:37,scene_28_6,3672075043,Vehicle-RV,81.08584500827666,152.6733164444591,0.0,4,1
72,72:7,Vehicle:37,scene_28_6,3672075043,Vehicle-RV,81.08584500827666,152.6733164444591,0.5,25,2
72,72:8,Vehicle:4,scene_28_6,3672075043,Vehicle-Passenger,27.291338281592083,8.131180431736103,0.0,5,1412
72,72:8,Vehicle:4,scene_28_6,3672075043,Vehicle-Passenger,27.291338281592083,8.131180431736103,0.5,15,2465
72,72:9,Vehicle:5,scene_28_6,3672075043,Vehicle-Passenger,49.55849576032266,0.1647711108854952,0.0,10,1774
72,72:9,Vehicle:5,scene_28_6,3672075043,Vehicle-Passenger,49.55849576032266,0.1647711108854952,0.5,20,2808
72,72:10,Vehicle:6,scene_28_6,3672075043,Vehicle-SemiTruck-Trailer,68.82343521823854,3.4144268438059573,0.0,60,2733
72,72:10,Vehicle:6,scene_28_6,3672075043,Vehicle-SemiTruck-Trailer,68.82343521823854,3.4144268438059573,0.5,71,4293
72,72:11,Vehicle:7,scene_28_6,3672075043,Vehicle-SemiTruck-Cab,79.07386309856182,2.973897983458733,0.0,11,1341
72,72:11,Vehicle:7,scene_28_6,3672075043,Vehicle-SemiTruck-Cab,79.07386309856182,2.973897983458733,0.5,13,1461
72,72:12,Vehicle:8,scene_28_6,3672075043,Vehicle-Passenger,195.99622348040978,10.440559153538812,0.0,1,0
72,72:12,Vehicle:8,scene_28_6,3672075043,Vehicle-Passenger,195.99622348040978,10.440559153538812,0.5,1,0
82,82:1,Vehicle:11,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,314.0898380980915,5.853197923458338,0.0,1,11
82,82:1,Vehicle:11,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,314.0898380980915,5.853197923458338,0.5,2,11
82,82:3,Vehicle:3,scene_28_6,4172056918,Vehicle-Passenger,10.946046585905474,156.63683355106602,0.0,9,169
82,82:3,Vehicle:3,scene_28_6,4172056918,Vehicle-Passenger,10.946046585905474,156.63683355106602,0.5,10,381
82,82:4,Vehicle:36,scene_28_6,4172056918,Vehicle-Trailer,99.51421975805016,157.7560335075553,0.0,3,64
82,82:4,Vehicle:36,scene_28_6,4172056918,Vehicle-Trailer,99.51421975805016,157.7560335075553,0.5,7,99
82,82:5,Vehicle:37,scene_28_6,4172056918,Vehicle-RV,106.64524990446951,159.30785362747991,0.0,2,5
82,82:5,Vehicle:37,scene_28_6,4172056918,Vehicle-RV,106.64524990446951,159.30785362747991,0.5,16,5
82,82:6,Vehicle:4,scene_28_6,4172056918,Vehicle-Passenger,29.349393840197997,7.55428701533117,0.0,11,1591
82,82:6,Vehicle:4,scene_28_6,4172056918,Vehicle-Passenger,29.349393840197997,7.55428701533117,0.5,17,2634
82,82:7,Vehicle:5,scene_28_6,4172056918,Vehicle-Passenger,50.0590764861598,0.16681452577510028,0.0,11,1747
82,82:7,Vehicle:5,scene_28_6,4172056918,Vehicle-Passenger,50.0590764861598,0.16681452577510028,0.5,19,2778
82,82:8,Vehicle:6,scene_28_6,4172056918,Vehicle-SemiTruck-Trailer,70.86317361938247,3.246074112373922,0.0,55,2114
82,82:8,Vehicle:6,scene_28_6,4172056918,Vehicle-SemiTruck-Trailer,70.86317361938247,3.246074112373922,0.5,63,3595
82,82:9,Vehicle:7,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,81.112819384401,2.8307337663954715,0.0,12,1231
82,82:9,Vehicle:7,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,81.112819384401,2.8307337663954715,0.5,16,1344
82,82:10,Vehicle:8,scene_28_6,4172056918,Vehicle-Passenger,165.82623428899686,12.447314764546531,0.0,3,5
82,82:10,Vehicle:8,scene_28_6,4172056918,Vehicle-Passenger,165.82623428899686,12.447314764546531,0.5,4,12
82,82:11,Vehicle:9,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,254.2479486873591,8.034811024094607,0.0,0,6
82,82:11,Vehicle:9,scene_28_6,4172056918,Vehicle-SemiTruck-Cab,254.2479486873591,8.034811024094607,0.5,0,6
82,82:12,Vehicle:27,scene_28_6,4172056918,Vehicle,225.74586315512977,179.37795104913772,0.0,0,0
82,82:12,Vehicle:27,scene_28_6,4172056918,Vehicle,225.74586315512977,179.37795104913772,0.5,1,0
92,92:1,Vehicle:11,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,285.2278078816444,6.253586945008347,0.0,0,14
92,92:1,Vehicle:11,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,285.2278078816444,6.253586945008347,0.5,0,14
92,92:3,Vehicle:3,scene_28_6,4672196043,Vehicle-Passenger,9.122765975540066,151.37460938464122,0.0,10,377
92,92:3,Vehicle:3,scene_28_6,4672196043,Vehicle-Passenger,9.122765975540066,151.37460938464122,0.5,11,725
92,92:4,Vehicle:36,scene_28_6,4672196043,Vehicle-Trailer,126.09110418000145,162.35087377205843,0.0,0,36
92,92:4,Vehicle:36,scene_28_6,4672196043,Vehicle-Trailer,126.09110418000145,162.35087377205843,0.5,2,49
92,92:5,Vehicle:37,scene_28_6,4672196043,Vehicle-RV,133.66667790333872,163.36828118584972,0.0,1,9
92,92:5,Vehicle:37,scene_28_6,4672196043,Vehicle-RV,133.66667790333872,163.36828118584972,0.5,6,9
92,92:6,Vehicle:4,scene_28_6,4672196043,Vehicle-Passenger,31.407107064661606,6.996533515721567,0.0,6,1937
92,92:6,Vehicle:4,scene_28_6,4672196043,Vehicle-Passenger,31.407107064661606,6.996533515721567,0.5,16,2979
92,92:7,Vehicle:5,scene_28_6,4672196043,Vehicle-Passenger,50.49210388034405,0.038341081854312176,0.0,11,1634
92,92:7,Vehicle:5,scene_28_6,4672196043,Vehicle-Passenger,50.49210388034405,0.038341081854312176,0.5,21,2743
92,92:8,Vehicle:6,scene_28_6,4672196043,Vehicle-SemiTruck-Trailer,72.84241286496231,2.9078485950609294,0.0,56,2295
92,92:8,Vehicle:6,scene_28_6,4672196043,Vehicle-SemiTruck-Trailer,72.84241286496231,2.9078485950609294,0.5,66,3395
92,92:9,Vehicle:7,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,83.09204494129973,2.500178330680897,0.0,19,1095
92,92:9,Vehicle:7,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,83.09204494129973,2.500178330680897,0.5,21,1189
92,92:10,Vehicle:9,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,226.9859312600446,8.871712740999175,0.0,1,6
92,92:10,Vehicle:9,scene_28_6,4672196043,Vehicle-SemiTruck-Cab,226.9859312600446,8.871712740999175,0.5,2,6
92,92:11,Vehicle:12,scene_28_6,4672196043,Vehicle-SemiTruck-Trailer,294.2871219296232,6.0377681985513885,0.0,0,4
92,92:11,Vehicle:12,scene_28_6,4672196043,Vehicle-SemiTruck-Trailer,294.2871219296232,6.0377681985513885,0.5,0,8
92,92:12,Vehicle:27,scene_28_6,4672196043,Vehicle,220.8415850494432,179.28713394253313,0.0,0,0
92,92:12,Vehicle:27,scene_28_6,4672196043,Vehicle,220.8415850494432,179.28713394253313,0.5,1,0
92,92:13,Vehicle:8,scene_28_6,4672196043,Vehicle-Passenger,135.90052461496418,15.288005402967649,0.0,4,3
92,92:13,Vehicle:8,scene_28_6,4672196043,Vehicle-Passenger,135.90052461496418,15.288005402967649,0.5,5,6
102,102:1,Vehicle:11,scene_28_6,5172178443,Vehicle-SemiTruck-Cab,255.4635709177056,6.730443424717385,0.0,1,29
102,102:1,Vehicle:11,scene_28_6,5172178443,Vehicle-SemiTruck-Cab,255.4635709177056,6.730443424717385,0.5,1,41
102,102:2,Vehicle:12,scene_28_6,5172178443,Vehicle-SemiTruck-Trailer,265.45300602195437,6.443909084958049,0.0,5,41
102,102:2,Vehicle:12,scene_28_6,5172178443,Vehicle-SemiTruck-Trailer,265.45300602195437,6.443909084958049,0.5,5,44
102,102:4,Vehicle:3,scene_28_6,5172178443,Vehicle-Passenger,7.401271164297792,143.88036155781313,0.0,14,480
102,102:4,Vehicle:3,scene_28_6,5172178443,Vehicle-Passenger,7.401271164297792,143.88036155781313,0.5,15,1079
102,102:5,Vehicle:36,scene_28_6,5172178443,Vehicle-Trailer,153.51073085354014,165.2781062976106,0.0,0,50
102,102:5,Vehicle:36,scene_28_6,5172178443,Vehicle-Trailer,153.51073085354014,165.2781062976106,0.5,0,57
