sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
72,conti542/joint_radars/detections,radar,2055,3661838592,3672075043,-10.236451,327.72374552618766,105,70,52,24,23,0
72,aeva/joint_lidars/points,lidar,320224,3700069120,3672075043,27.994077,347.80339850890505,37118,11734,3413,702,66,0
72,ouster/forward_center/points,lidar,37373,3674638592,3672075043,2.563549,131.4774736031715,1,0,0,0,0,0
72,ouster/sideward_left/points,lidar,45963,3670814720,3672075043,-1.260323,224.75691483393302,3,3,2,0,0,0
72,ouster/sideward_right/points,lidar,45650,3669516544,3672075043,-2.558499,76.41719273691292,0,0,0,0,0,0
82,conti542/joint_radars/detections,radar,2345,4161461504,4172056918,-10.595414,327.71356240139335,181,109,54,34,27,0
82,aeva/joint_lidars/points,lidar,320897,4200110080,4172056918,28.053162,382.4729516471173,37112,11333,2183,379,52,0
82,ouster/forward_center/points,lidar,37469,4174599680,4172056918,2.542762,163.300751297536,3,1,0,0,0,0
82,ouster/sideward_left/points,lidar,45586,4170766080,4172056918,-1.290838,154.00466970095792,5,2,0,0,0,0
82,ouster/sideward_right/points,lidar,45703,4169941248,4172056918,-2.11567,78.50307714631685,0,0,0,0,0,0
92,conti542/joint_radars/detections,radar,2224,4662031104,4672196043,-10.164939,327.7129683728174,155,86,32,21,16,0
92,aeva/joint_lidars/points,lidar,322042,4700134144,4672196043,27.938101,366.29850081560716,39512,12372,2030,415,56,0
92,ouster/forward_center/points,lidar,37330,4674583296,4672196043,2.387253,85.70035210128646,0,0,0,0,0,0
92,ouster/sideward_left/points,lidar,45746,4670680064,4672196043,-1.515979,166.0741802151603,7,2,0,0,0,0
92,ouster/sideward_right/points,lidar,45563,4669999360,4672196043,-2.196683,80.55229367098309,0,0,0,0,0,0
102,conti542/joint_radars/detections,radar,2646,5161612288,5172178443,-10.566155,327.72275325210876,239,163,71,50,31,0
102,aeva/joint_lidars/points,lidar,319103,5200133888,5172178443,27.955445,356.4993187424025,40666,11879,1740,486,33,0
102,ouster/forward_center/points,lidar,37218,5174643200,5172178443,2.464757,193.20707787078538,7,1,0,0,0,0
102,ouster/sideward_left/points,lidar,45456,5170663680,5172178443,-1.514763,178.20206585203167,4,1,0,0,0,0
102,ouster/sideward_right/points,lidar,45368,5169874944,5172178443,-2.303499,82.32535277537356,0,0,0,0,0,0
114,conti542/joint_radars/detections,radar,2551,5761587712,5772077843,-10.490131,327.7244712574163,262,162,61,38,30,0
114,aeva/joint_lidars/points,lidar,321506,5800138752,5772077843,28.060909,360.07492027187357,41250,9927,1751,323,36,0
114,ouster/forward_center/points,lidar,37296,5775107328,5772077843,3.029485,177.46438425311175,6,2,0,0,0,0
114,ouster/sideward_left/points,lidar,45158,5770923520,5772077843,-1.154323,193.1576191324589,6,4,0,0,0,0
114,ouster/sideward_right/points,lidar,45104,5769523456,5772077843,-2.554387,85.1058799627377,0,0,0,0,0,0
124,conti542/joint_radars/detections,radar,2364,6261438464,6272060043,-10.621579,327.7177619054456,146,76,60,26,22,0
124,aeva/joint_lidars/points,lidar,324641,6300136704,6272060043,28.076661,354.7973081843753,41607,10369,1748,319,46,0
124,ouster/forward_center/points,lidar,37401,6275096832,6272060043,3.036789,186.90130791364135,12,2,0,0,0,0
124,ouster/sideward_left/points,lidar,44816,6271063296,6272060043,-0.996747,205.71104169649584,3,3,2,0,0,0
124,ouster/sideward_right/points,lidar,45136,6269771776,6272060043,-2.288267,86.82693713030824,0,0,0,0,0,0
134,conti542/joint_radars/detections,radar,2768,6762041088,6772199418,-10.15833,327.72941764609493,346,130,83,40,33,0
134,aeva/joint_lidars/points,lidar,326419,6800132352,6772199418,27.932934,332.9422957608112,38793,9691,1588,210,34,0
134,ouster/forward_center/points,lidar,37588,6774925312,6772199418,2.725894,157.79263890905668,26,1,0,0,0,0
134,ouster/sideward_left/points,lidar,43969,6770896896,6772199418,-1.302522,218.1342346691056,3,3,1,0,0,0
134,ouster/sideward_right/points,lidar,45144,6769924608,6772199418,-2.27481,89.0249735349167,0,0,0,0,0,0
144,conti542/joint_radars/detections,radar,2610,7261630464,7272181543,-10.551079,327.7290860424313,270,96,60,48,30,0
144,aeva/joint_lidars/points,lidar,328971,7300137728,7272181543,27.956185,377.0733708099791,37539,9366,1303,228,47,0
144,ouster/forward_center/points,lidar,37571,7274598144,7272181543,2.416601,137.72841352946196,50,0,0,0,0,0
144,ouster/sideward_left/points,lidar,42655,7270760960,7272181543,-1.420583,187.08546317741053,2,2,0,0,0,0
144,ouster/sideward_right/points,lidar,45096,7269938176,7272181543,-2.243367,136.97597690348033,1,0,0,0,0,0
154,conti542/joint_radars/detections,radar,2471,7761372160,7772153343,-10.781183,327.72206952687606,178,52,34,29,23,0
154,aeva/joint_lidars/points,lidar,330296,7800142080,7772153343,27.988737,352.2436612984132,38640,11173,1605,301,43,0
154,ouster/forward_center/points,lidar,37695,7774631680,7772153343,2.478337,137.23129693525053,66,0,0,0,0,0
154,ouster/sideward_left/points,lidar,42860,7770735616,7772153343,-1.417727,179.52002367598269,3,1,0,0,0,0
154,ouster/sideward_right/points,lidar,45020,7769634560,7772153343,-2.518783,134.02639372476233,1,0,0,0,0,0
164,conti542/joint_radars/detections,radar,2555,8261992192,8272135443,-10.143251,327.74158440819207,162,84,57,41,29,0
